time,x,y,z
702695,0.7661,0.4214,9.8067
702745,0.7470,0.4214,9.8067
702795,0.7661,0.4214,9.8067
702846,0.7470,0.4214,9.8067
702895,0.7470,0.4405,9.8067
702945,0.7470,0.4405,9.8067
702995,0.7470,0.4214,9.7875
703044,0.7470,0.4405,9.8067
703094,0.7470,0.4405,9.8067
703145,0.7470,0.4405,9.8067
703195,0.7470,0.4405,9.8067
703244,0.7470,0.4214,9.8067
703294,0.7470,0.4214,9.8067
703345,0.7661,0.4405,9.8067
703395,0.7661,0.4405,9.8067
703446,0.7470,0.4405,9.8067
703495,0.7661,0.4214,9.7875
703545,0.7470,0.4405,9.8067
703595,0.7470,0.4405,9.8067
703646,0.7661,0.4405,9.8067
703695,0.7470,0.4405,9.8258
703745,0.7470,0.4214,9.8067
703795,0.7470,0.4405,9.8067
703846,0.7470,0.4405,9.8067
703895,0.7470,0.4214,9.8067
703945,0.7470,0.4405,9.8258
703995,0.7470,0.4405,9.8067
704046,0.7661,0.4405,9.8067
704095,0.7470,0.4214,9.8258
704145,0.7470,0.4214,9.7875
704195,0.7470,0.4405,9.8067
704246,0.7470,0.4405,9.8067
704295,0.7470,0.4405,9.8258
704345,0.7470,0.4405,9.8067
704395,0.7470,0.4214,9.8067
704446,0.7470,0.4214,9.8067
704495,0.7470,0.4214,9.8067
704545,0.7470,0.4405,9.8067
704595,0.7661,0.4405,9.8067
704646,0.7470,0.4405,9.8067
704695,0.7470,0.4405,9.8067
704745,0.7470,0.4405,9.7875
704795,0.7470,0.4405,9.8067
704846,0.7470,0.4405,9.8067
704895,0.7470,0.4405,9.8067
704945,0.7470,0.4214,9.8067
704995,0.7470,0.4405,9.8258
705046,0.7470,0.4405,9.8258
705095,0.7470,0.4597,9.8067
705145,0.7470,0.4405,9.8258
705195,0.7278,0.4405,9.8067
705245,0.7470,0.4405,9.8067
705295,0.7470,0.4405,9.8067
705345,0.7470,0.4405,9.8067
705395,0.7470,0.4405,9.7875
705445,0.7470,0.4405,9.8067
705495,0.7470,0.4405,9.7875
705545,0.7470,0.4597,9.8067
705595,0.7470,0.4405,9.8067
705646,0.7661,0.4405,9.8067
705695,0.7470,0.4405,9.8258
705745,0.7470,0.4405,9.8067
705795,0.7470,0.4214,9.8258
705846,0.7470,0.4405,9.8067
705895,0.7470,0.4214,9.8067
705945,0.7470,0.4405,9.8067
705995,0.7470,0.4214,9.8258
706045,0.7470,0.4405,9.8067
706094,0.7470,0.4405,9.8258
706145,0.7470,0.4214,9.8067
706195,0.7470,0.4405,9.8067
706245,0.7470,0.4405,9.8067
706295,0.7470,0.4405,9.8067
706345,0.7470,0.4405,9.8067
706395,0.7278,0.4405,9.8258
706446,0.7470,0.4405,9.8258
706495,0.7470,0.4405,9.8067
706545,0.7470,0.4405,9.8067
706595,0.7470,0.4405,9.8067
706646,0.7470,0.4405,9.8067
706695,0.7470,0.4405,9.7875
706745,0.7470,0.4405,9.8067
706795,0.7470,0.4214,9.8067
706846,0.7470,0.4405,9.8067
706894,0.7470,0.4405,9.8067
706945,0.7470,0.4405,9.8258
706995,0.7470,0.4214,9.8067
707046,0.7470,0.4214,9.7875
707095,0.7470,0.4214,9.8067
707145,0.7661,0.4405,9.8258
707195,0.7470,0.4405,9.8067
707245,0.7470,0.4214,9.8067
707295,0.7470,0.4214,9.8258
707345,0.7470,0.4405,9.8067
707395,0.7470,0.4405,9.8067
707446,0.7470,0.4214,9.8067
707495,0.7470,0.4214,9.8067
707545,0.7470,0.4214,9.8258
707594,0.7470,0.4405,9.8258
707646,0.7661,0.4214,9.8067
707695,0.7470,0.4214,9.8067
707745,0.7470,0.4405,9.8067
707795,0.7661,0.4214,9.8258
707846,0.7470,0.4214,9.8258
707895,0.7470,0.4405,9.8067
707945,0.7661,0.4214,9.8067
707995,0.7470,0.4405,9.8067
708046,0.7470,0.4214,9.8067
708095,0.7470,0.4405,9.8067
708145,0.7470,0.4214,9.8067
708195,0.7470,0.4214,9.8067
708244,0.7661,0.4214,9.8067
708295,0.7661,0.4405,9.8067
708344,0.7470,0.4405,9.8067
708395,0.7470,0.4405,9.7875
708446,0.7661,0.4405,9.7875
708494,0.7661,0.4214,9.8067
708543,0.7470,0.4214,9.8067
708594,0.7470,0.4405,9.8067
708644,0.7661,0.4405,9.8067
708695,0.7470,0.4214,9.8067
708745,0.7470,0.4214,9.8067
708795,0.7470,0.4405,9.8067
708845,0.7470,0.4214,9.8067
708894,0.7470,0.4405,9.8067
708945,0.7470,0.4405,9.8067
708995,0.7470,0.4405,9.8067
709043,0.7661,0.4214,9.8258
709094,0.7661,0.4405,9.7875
709145,0.7470,0.4405,9.8067
709195,0.7470,0.4214,9.8258
709246,0.7470,0.4214,9.8067
709294,0.7470,0.4405,9.8258
709345,0.7661,0.4405,9.8258
709395,0.7470,0.4405,9.8067
709446,0.7470,0.4214,9.8067
709494,0.7470,0.4214,9.8067
709545,0.7470,0.4405,9.8067
709595,0.7470,0.4405,9.8067
709645,0.7470,0.4214,9.8067
709694,0.7470,0.4405,9.8067
709745,0.7470,0.4405,9.8067
709795,0.7661,0.4405,9.8067
709846,0.7470,0.4405,9.8258
709895,0.7470,0.4214,9.8067
709945,0.7661,0.4405,9.8067
709995,0.7470,0.4405,9.7875
710046,0.7470,0.4405,9.7875
710095,0.7470,0.4405,9.8067
710145,0.7470,0.4405,9.8067
710195,0.7470,0.4214,9.8067
710246,0.7470,0.4214,9.7875
710295,0.7470,0.4214,9.8067
710345,0.7470,0.4214,9.8067
710395,0.7661,0.4214,9.8258
710446,0.7470,0.4405,9.8067
710495,0.7470,0.4214,9.8067
710544,0.7470,0.4405,9.8258
710594,0.7661,0.4214,9.8067
710645,0.7470,0.4214,9.8067
710694,0.7470,0.4405,9.8258
710745,0.7661,0.4405,9.8258
710795,0.7470,0.4214,9.8067
710844,0.7470,0.4405,9.8067
710894,0.7661,0.4405,9.8067
710945,0.7470,0.4405,9.8067
710995,0.7470,0.4405,9.8067
711045,0.7470,0.4214,9.8067
711094,0.7470,0.4405,9.8067
711145,0.7470,0.4405,9.8067
711194,0.7470,0.4214,9.8067
711245,0.7470,0.4405,9.8067
711294,0.7661,0.4405,9.8067
711344,0.7661,0.4405,9.8258
711393,0.7470,0.4405,9.8067
711444,0.7661,0.4214,9.8067
711494,0.7470,0.4405,9.8067
711545,0.7470,0.4405,9.8067
711595,0.7470,0.4405,9.8067
711645,0.7470,0.4405,9.8067
711694,0.7661,0.4405,9.8067
711745,0.7470,0.4405,9.8258
711795,0.7470,0.4214,9.8067
711845,0.7470,0.4405,9.8067
711894,0.7470,0.4405,9.8067
711945,0.7470,0.4405,9.7875
711995,0.7470,0.4405,9.8067
712045,0.7470,0.4214,9.8067
712094,0.7278,0.4405,9.8067
712145,0.7470,0.4405,9.7875
712195,0.7470,0.4405,9.8067
712245,0.7470,0.4405,9.8067
712294,0.7470,0.4405,9.8067
712345,0.7470,0.4405,9.8067
712395,0.7470,0.4405,9.8258
712445,0.7470,0.4405,9.8067
712494,0.7470,0.4405,9.8258
712545,0.7470,0.4405,9.8067
712595,0.7470,0.4405,9.8067
712645,0.7470,0.4405,9.8258
712694,0.7470,0.4405,9.8258
712745,0.7470,0.4405,9.8067
712795,0.7470,0.4405,9.8067
712845,0.7661,0.4405,9.8067
712894,0.7470,0.4405,9.8067
712945,0.7470,0.4214,9.8067
712995,0.7470,0.4214,9.8067
713045,0.7470,0.4405,9.8067
713094,0.7470,0.4405,9.8067
713145,0.7470,0.4405,9.8067
713195,0.7470,0.4405,9.8258
713245,0.7470,0.4405,9.8067
713294,0.7661,0.4214,9.8067
713345,0.7470,0.4405,9.8067
713395,0.7470,0.4214,9.8067
713445,0.7470,0.4405,9.8067
713494,0.7470,0.4214,9.8067
713545,0.7470,0.4405,9.8067
713595,0.7470,0.4214,9.8067
713645,0.7470,0.4214,9.8067
713694,0.7470,0.4405,9.8258
713745,0.7470,0.4405,9.8258
713795,0.7470,0.4214,9.7875
713844,0.7470,0.4214,9.8067
713894,0.7661,0.4405,9.8067
713945,0.7470,0.4214,9.8067
713995,0.7470,0.4405,9.8067
714045,0.7470,0.4214,9.8067
714094,0.7470,0.4214,9.8067
714145,0.7470,0.4214,9.8067
714195,0.7470,0.4214,9.8067
714245,0.7278,0.4214,9.8067
714294,0.7661,0.4214,9.7875
714345,0.7661,0.4405,9.8067
714395,0.7470,0.4214,9.8258
714445,0.7470,0.4214,9.8067
714494,0.7470,0.4405,9.8067
714545,0.7470,0.4214,9.8067
714595,0.7470,0.4214,9.8067
714645,0.7470,0.4214,9.8067
714694,0.7661,0.4214,9.8258
714745,0.7470,0.4214,9.8258
714795,0.7470,0.4214,9.8067
714845,0.7661,0.4214,9.8067
714894,0.7470,0.4214,9.8067
714945,0.7470,0.4214,9.8067
714995,0.7470,0.4214,9.8067
715045,0.7661,0.4214,9.7875
715094,0.7470,0.4405,9.8067
715145,0.7661,0.4214,9.8067
715195,0.7470,0.4214,9.8067
715245,0.7470,0.4405,9.8067
715294,0.7470,0.4214,9.8258
715345,0.7470,0.4405,9.8067
715395,0.7470,0.4214,9.8067
715445,0.7661,0.4214,9.8258
715494,0.7470,0.4405,9.8067
715545,0.7661,0.4214,9.8258
715595,0.7661,0.4214,9.8067
715645,0.7661,0.4214,9.8067
715695,0.7661,0.4022,9.8067
715745,0.7661,0.4405,9.8067
715795,0.7661,0.4214,9.8067
715845,0.7470,0.4214,9.8067
715894,0.7470,0.4214,9.8067
715945,0.7470,0.4405,9.8067
715995,0.7661,0.4214,9.8067
716045,0.7661,0.4214,9.7875
716095,0.7661,0.4214,9.8258
716145,0.7470,0.4214,9.8067
716195,0.7661,0.4214,9.8067
716245,0.7470,0.4214,9.8067
716295,0.7661,0.4214,9.8067
716345,0.7470,0.4405,9.8067
716395,0.7661,0.4214,9.8067
716445,0.7661,0.4405,9.7875
716495,0.7661,0.4214,9.8067
716544,0.7470,0.4214,9.8258
716593,0.7470,0.4405,9.8067
716644,0.7470,0.4405,9.8067
716695,0.7470,0.4214,9.8258
716745,0.7661,0.4214,9.8067
716795,0.7661,0.4405,9.8067
716845,0.7470,0.4214,9.8067
716895,0.7661,0.4405,9.8067
716944,0.7470,0.4214,9.8067
716993,0.7661,0.4214,9.8258
717044,0.7470,0.4214,9.8067
717094,0.7661,0.4405,9.8067
717145,0.7470,0.4405,9.8067
717195,0.7470,0.4214,9.8067
717245,0.7470,0.4405,9.8067
717294,0.7470,0.4214,9.8067
717345,0.7470,0.4214,9.8067
717395,0.7470,0.4405,9.8067
717446,0.7661,0.4405,9.8067
717495,0.7661,0.4214,9.8258
717543,0.7661,0.4214,9.8067
717595,0.7470,0.4405,9.8067
717646,0.7470,0.4214,9.8067
717694,0.7661,0.4214,9.8067
717745,0.7470,0.4214,9.8067
717795,0.7661,0.4214,9.8258
717845,0.7470,0.4214,9.8067
717895,0.7470,0.4405,9.8258
717945,0.7661,0.4405,9.8258
717995,0.7470,0.4405,9.8067
718043,0.7661,0.4214,9.8067
718093,0.7470,0.4405,9.8067
718145,0.7470,0.4214,9.8258
718195,0.7470,0.4405,9.8067
718245,0.7470,0.4405,9.8258
718294,0.7661,0.4214,9.8067
718345,0.7470,0.4214,9.7875
718395,0.7470,0.4405,9.8067
718445,0.7470,0.4405,9.8067
718494,0.7470,0.4214,9.8067
718545,0.7470,0.4405,9.8067
718594,0.7470,0.4405,9.8258
718646,0.7470,0.4405,9.8067
718695,0.7661,0.4405,9.8067
718744,0.7470,0.4214,9.8067
718794,0.7470,0.4405,9.8067
718844,0.7470,0.4405,9.8258
718894,0.7470,0.4405,9.8258
718945,0.7470,0.4405,9.8067
718995,0.7470,0.4405,9.8067
719045,0.7470,0.4214,9.8067
719095,0.7470,0.4405,9.8067
719145,0.7470,0.4405,9.8067
719195,0.7470,0.4405,9.8258
719245,0.7470,0.4214,9.8067
719295,0.7470,0.4405,9.8067
719345,0.7470,0.4405,9.8258
719395,0.7470,0.4405,9.8067
719444,0.7470,0.4214,9.8067
719494,0.7470,0.4405,9.8067
719545,0.7470,0.4405,9.8067
719595,0.7470,0.4405,9.8067
719646,0.7470,0.4214,9.7875
719695,0.7470,0.4405,9.8067
719745,0.7470,0.4214,9.8067
719795,0.7470,0.4405,9.8067
719846,0.7470,0.4214,9.8067
719894,0.7470,0.4405,9.8258
719945,0.7470,0.4405,9.8067
719994,0.7661,0.4405,9.8067
720046,0.7470,0.4405,9.8258
720095,0.7470,0.4405,9.8067
720145,0.7470,0.4214,9.8067
720195,0.7470,0.4405,9.8067
720245,0.7470,0.4405,9.8258
720295,0.7470,0.4214,9.8067
720345,0.7470,0.4405,9.8067
720395,0.7470,0.4214,9.8067
720446,0.7470,0.4405,9.8258
720495,0.7470,0.4405,9.8258
720545,0.7470,0.4405,9.7875
720595,0.7470,0.4405,9.8067
720646,0.7661,0.4214,9.8067
720695,0.7470,0.4405,9.7875
720745,0.7470,0.4214,9.8067
720794,0.7470,0.4214,9.7875
720844,0.7470,0.4405,9.8258
720894,0.7470,0.4214,9.8258
720945,0.7661,0.4214,9.8067
720995,0.7470,0.4405,9.8258
721043,0.7470,0.4405,9.8258
721094,0.7470,0.4214,9.8067
721145,0.7470,0.4214,9.8067
721195,0.7470,0.4214,9.8067
721245,0.7470,0.4214,9.8067
721295,0.7470,0.4405,9.8258
721345,0.7661,0.4214,9.8258
721395,0.7470,0.4214,9.8067
721446,0.7470,0.4214,9.8067
721495,0.7470,0.4214,9.7875
721545,0.7470,0.4405,9.7875
721598,0.7470,0.4214,9.8258
721646,0.7470,0.4214,9.7875
721695,0.7470,0.4405,9.8067
721745,0.7470,0.4405,9.8258
721795,0.7470,0.4214,9.8067
721846,0.7470,0.4214,9.8067
721895,0.7661,0.4214,9.8067
721945,0.7661,0.4214,9.8067
721995,0.7661,0.4214,9.8067
722045,0.7470,0.4214,9.8067
722095,0.7661,0.4214,9.8067
722145,0.7470,0.4214,9.8067
722195,0.7661,0.4214,9.8258
722245,0.7470,0.4405,9.7875
722295,0.7470,0.4405,9.8067
722345,0.7470,0.4022,9.7875
722395,0.7661,0.4405,9.7875
722444,0.7661,0.4405,9.8067
722495,0.7661,0.4214,9.8067
722545,0.7470,0.4214,9.8067
722595,0.7661,0.4214,9.8258
722646,0.7470,0.4405,9.8067
722695,0.7661,0.4405,9.8067
722745,0.7661,0.4214,9.8067
722795,0.7470,0.4405,9.8067
722845,0.7470,0.4405,9.8067
722895,0.7661,0.4214,9.7875
722945,0.7278,0.4405,9.8450
722995,0.7470,0.4214,9.8067
723046,0.7661,0.4214,9.8067
723095,0.7470,0.4214,9.8067
723145,0.7661,0.4405,9.8067
723195,0.7470,0.4405,9.8067
723246,0.7470,0.4405,9.8067
723295,0.7470,0.4405,9.8067
723345,0.7470,0.4214,9.8067
723395,0.7470,0.4405,9.8067
723445,0.7470,0.4214,9.8258
723495,0.7470,0.4214,9.8067
723545,0.7470,0.4214,9.8067
723595,0.7470,0.4405,9.8067
723646,0.7470,0.4405,9.8258
723695,0.7470,0.4405,9.8067
723745,0.7470,0.4214,9.8067
723795,0.7470,0.4405,9.8067
723846,0.7661,0.4405,9.8258
723895,0.7470,0.4214,9.8258
723945,0.7470,0.4214,9.8258
723995,0.7661,0.4405,9.8067
724046,0.7661,0.4214,9.8067
724095,0.7661,0.4405,9.8258
724145,0.7470,0.4214,9.8067
724195,0.7470,0.4214,9.8258
724245,0.7470,0.4405,9.8067
724295,0.7661,0.4214,9.8067
724345,0.7661,0.4405,9.8067
724395,0.7470,0.4405,9.8067
724446,0.7661,0.4405,9.8067
724494,0.7661,0.4405,9.8067
724545,0.7470,0.4405,9.7875
724595,0.7470,0.4405,9.8258
724646,0.7470,0.4214,9.8067
724695,0.7470,0.4214,9.8067
724745,0.7470,0.4214,9.8067
724795,0.7470,0.4405,9.8258
724846,0.7470,0.4405,9.8067
724895,0.7470,0.4405,9.8067
724945,0.7470,0.4214,9.8067
724995,0.7470,0.4405,9.8067
725046,0.7470,0.4405,9.8067
725095,0.7470,0.4405,9.8067
725145,0.7470,0.4214,9.8067
725195,0.7470,0.4405,9.8258
725246,0.7470,0.4405,9.8067
725295,0.7470,0.4405,9.8067
725345,0.7470,0.4405,9.8067
725395,0.7470,0.4597,9.8067
725446,0.7470,0.4405,9.8067
725495,0.7470,0.4405,9.8067
725545,0.7470,0.4405,9.8067
725595,0.7470,0.4405,9.8067
725646,0.7470,0.4214,9.8067
725695,0.7470,0.4405,9.8067
725745,0.7470,0.4405,9.8067
725795,0.7470,0.4405,9.8067
725846,0.7470,0.4405,9.8067
725895,0.7470,0.4405,9.8067
725945,0.7470,0.4405,9.8258
725995,0.7661,0.4214,9.8067
726046,0.7470,0.4214,9.8067
726095,0.7470,0.4405,9.7875
726145,0.7470,0.4405,9.8258
726195,0.7470,0.4405,9.7875
726246,0.7470,0.4214,9.8067
726295,0.7470,0.4405,9.8067
726346,0.7470,0.4405,9.8067
726395,0.7470,0.4214,9.8067
726445,0.7470,0.4405,9.8258
726495,0.7470,0.4405,9.8067
726545,0.7470,0.4405,9.8067
726595,0.7470,0.4214,9.8067
726645,0.7278,0.4405,9.8067
726695,0.7470,0.4214,9.8067
726745,0.7470,0.4214,9.8067
726795,0.7470,0.4405,9.8067
726846,0.7470,0.4214,9.8067
726895,0.7470,0.4214,9.8067
726945,0.7470,0.4405,9.8067
726995,0.7470,0.4214,9.8067
727044,0.7470,0.4214,9.8067
727095,0.7470,0.4405,9.8067
727145,0.7470,0.4405,9.8258
727195,0.7470,0.4214,9.8067
727245,0.7470,0.4214,9.7875
727295,0.7661,0.4214,9.8067
727345,0.7470,0.4405,9.8258
727395,0.7661,0.4214,9.8258
727446,0.7470,0.4214,9.8067
727495,0.7470,0.4214,9.8067
727544,0.7470,0.4405,9.8067
727595,0.7661,0.4214,9.8067
727646,0.7470,0.4214,9.8067
727695,0.7470,0.4214,9.8258
727745,0.7661,0.4214,9.8067
727795,0.7661,0.4405,9.8067
727845,0.7661,0.4214,9.7875
727895,0.7661,0.4214,9.8258
727945,0.7470,0.4022,9.8067
727995,0.7470,0.4405,9.8067
728046,0.7470,0.4214,9.8258
728096,0.7470,0.4405,9.7875
728144,0.7470,0.4214,9.8258
728195,0.7661,0.4214,9.8067
728246,0.7470,0.4405,9.8067
728295,0.7470,0.4405,9.8067
728345,0.7470,0.4214,9.8258
728395,0.7470,0.4405,9.8067
728445,0.7470,0.4214,9.8258
728495,0.7470,0.4214,9.8067
728545,0.7661,0.4405,9.8067
728594,0.7661,0.4214,9.8067
728646,0.7470,0.4022,9.7875
728696,0.7470,0.4405,9.8067
728745,0.7661,0.4214,9.8067
728795,0.7661,0.4214,9.8067
728846,0.7470,0.4405,9.8067
728896,0.7661,0.4214,9.8067
728945,0.7470,0.4214,9.8258
728995,0.7661,0.4214,9.8067
729044,0.7661,0.4405,9.8067
729096,0.7470,0.4405,9.8067
729145,0.7470,0.4214,9.8067
729194,0.7470,0.4405,9.8067
729246,0.7278,0.4405,9.8258
729295,0.7470,0.4405,9.8067
729345,0.7661,0.4214,9.7875
729395,0.7470,0.4214,9.8067
729446,0.7661,0.4405,9.8067
729496,0.7470,0.4214,9.8067
729545,0.7661,0.4214,9.8067
729595,0.7470,0.4405,9.8067
729646,0.7661,0.4214,9.8067
729696,0.7470,0.4405,9.8067
729745,0.7661,0.4214,9.8258
729795,0.7470,0.4214,9.8258
729846,0.7470,0.4405,9.8067
729896,0.7661,0.4214,9.8067
729945,0.7470,0.4214,9.8067
729995,0.7470,0.4405,9.8067
730045,0.7661,0.4214,9.8067
730095,0.7470,0.4214,9.8067
730145,0.7470,0.4405,9.8067
730195,0.7470,0.4405,9.8258
730245,0.7470,0.4405,9.7875
730296,0.7470,0.4405,9.8067
730345,0.7661,0.4214,9.8258
730395,0.7470,0.4405,9.8067
730446,0.7661,0.4214,9.8067
730496,0.7470,0.4405,9.8258
730545,0.7470,0.4214,9.8258
730595,0.7661,0.4405,9.8067
730645,0.7470,0.4214,9.8067
730696,0.7661,0.4405,9.8067
730745,0.7470,0.4214,9.8258
730795,0.7661,0.4405,9.7875
730845,0.7470,0.4405,9.8258
730896,0.7470,0.4214,9.8067
730944,0.7470,0.4214,9.8067
730995,0.7661,0.4405,9.8067
731046,0.7470,0.4405,9.8067
731096,0.7470,0.4405,9.8258
731145,0.7470,0.4405,9.8067
731195,0.7470,0.4405,9.8067
731246,0.7661,0.4405,9.8067
731295,0.7470,0.4405,9.8067
731345,0.7470,0.4405,9.8258
731395,0.7470,0.4405,9.8067
731446,0.7661,0.4405,9.8067
731496,0.7470,0.4405,9.8258
731545,0.7470,0.4405,9.8067
731595,0.7470,0.4405,9.8067
731646,0.7470,0.4405,9.8450
731696,0.7661,0.4405,9.7875
731745,0.7470,0.4214,9.8067
731795,0.7470,0.4405,9.8258
731846,0.7470,0.4214,9.8258
731896,0.7470,0.4405,9.8258
731945,0.7470,0.4405,9.8258
731995,0.7278,0.4405,9.7875
732046,0.7278,0.4214,9.8067
732096,0.7470,0.4022,9.8067
732145,0.7470,0.4214,9.8067
732195,0.7661,0.4022,9.8067
732246,0.8428,0.3639,9.8258
732296,0.8045,0.3831,9.8258
732345,0.8236,0.3831,9.8067
732395,0.8428,0.4022,9.7875
732446,0.8236,0.4214,9.7683
732496,0.9194,0.4022,9.8450
732545,0.9194,0.4022,9.8258
732595,0.8619,0.3831,9.7875
732646,0.9194,0.3448,9.8450
732696,0.9194,0.3831,9.7875
732745,0.9385,0.3831,9.7875
732795,0.9577,0.4022,9.8258
732846,0.9194,0.4214,9.7683
732895,0.9385,0.4022,9.8067
732945,0.9385,0.4022,9.7875
732995,0.9385,0.4214,9.7683
733044,0.9577,0.4022,9.8067
733094,0.9194,0.4214,9.7683
733145,0.9577,0.3831,9.7875
733195,0.9768,0.3831,9.8258
733245,0.9577,0.3831,9.8067
733296,0.9577,0.4022,9.7875
733345,0.9768,0.4022,9.8067
733395,0.9768,0.3831,9.8067
733444,0.9768,0.3831,9.8067
733496,0.9577,0.3831,9.6726
733545,0.9385,0.4022,9.8833
733595,0.9577,0.4022,9.8641
733646,0.9960,0.3639,9.8258
733696,0.9768,0.3831,9.7492
733745,1.0343,0.3831,9.7875
733795,0.9960,0.3639,9.7875
733845,1.4940,-0.0958,9.8641
733896,2.7964,-1.1492,9.9407
733945,1.5131,1.0918,8.6574
733995,0.4022,2.9497,10.1706
734046,0.1532,0.4788,9.0980
734096,3.2561,-1.3216,7.5848
734145,0.9960,-1.2067,10.2663
734195,-2.3942,1.8196,10.9367
734246,-0.4214,2.4900,10.0365
734295,0.7661,1.0151,9.3278
734345,0.1724,1.0343,10.9559
734395,0.4597,1.0343,10.3813
734445,0.5171,0.9960,9.9599
734496,0.6129,1.0151,9.7109
734545,0.5746,1.0151,9.8067
734595,0.6129,1.0534,9.8067
734646,0.5746,1.0151,9.7875
734696,0.5746,1.0343,9.8067
734745,0.5363,0.9960,9.7875
734795,0.5938,1.0343,9.8258
734846,0.5555,1.0151,9.7683
734894,0.4214,0.6512,11.4156
